label,text,label_id
inform,moderately priced restaurant,0
inform,in the east part of town,0
request,address phone number and type of venue,3
request,address,3
thankyou,thank you good bye,4
hello,unintelligible hello,9
null,unintelligible,5
inform,i would like international food please,0
reqalts,how about the center of town,7
bye,goodbye,6
null,unintelligible,5
null,unintelligible,5
null,unintelligible,5
null,unintelligible,5
null,unintelligible,5
bye,goodbye,6
hello,unintelligible hello,9
bye,goodbye,6
inform,i would like to find a restaurant in any area serving international food,0
request,may i have the address and phone number please,3
thankyou,thank you goodbye,4
inform,cheap restaurant,0
null,sil,5
inform,cheap price range,0
null,sil,5
inform,cheap price range,0
inform,cheap price range,0
inform,cheap,0
inform,cheap,0
inform,any type of food,0
affirm,yea,2
inform,west,0
inform,west,0
inform,west,0
inform,fucking west,0
inform,west,0
inform,west,0
request,phone number,3
request,phone number,3
thankyou,thank you good bye,4
inform,restaurant in the east part of town,0
inform,british food,0
request,address,3
request,address,3
request,phone number,3
thankyou,thank you good bye,4
null,sil,5
thankyou,thank you good bye,4
null,sil,5
inform,tuscan,0
inform,european,0
inform,any,0
inform,moderately,0
inform,moderate,0
request,can i get the address,3
request,the address,3
request,post code,3
thankyou,thank you good bye,4
inform,i want to find an expensive restaurant,0
inform,european food,0
inform,i dont care,0
null,unintelligible,5
affirm,yes,2
inform,expensive,0
reqalts,is there any thing else,7
request,please let me have the address,3
request,and the area,3
request,can i have the address,3
request,what area is that,3
thankyou,thank you good bye,4
inform,i need a restaurant in the east part of town that serves canape food,0
reqalts,how about one serving unintelligible food,7
inform,canape,0
reqalts,how about canape food,7
reqalts,how about canape,7
inform,canape,0
null,unintelligible,5
reqalts,how about canapes,7
reqalts,how about canapes,7
inform,canapes,0
negate,no,8
inform,canapes food,0
inform,canapes,0
inform,canapes,0
inform,canapes,0
inform,canapes,0
inform,canapes,0
inform,canapes,0
inform,canape,0
reqalts,how about indian food,7
inform,indian food,0
inform,the east part of town,0
inform,i dont care,0
request,the address,3
request,the phone number,3
thankyou,thank you good bye,4
inform,i want a restaurant in the north part of town that serves moroccan food,0
inform,i want a restaurant in the north part of town that serves french food,0
inform,i want a restaurant in the north part of town that serves french food,0
request,and whats the phone number,3
thankyou,thank you good bye,4
inform,center,0
inform,vietnamese food,0
deny,wrong,13
inform,vietnamese,0
inform,center,0
deny,wrong,13
inform,turkish,0
inform,turkish food,0
null,s,5
null,s,5
inform,cheap,0
null,tape,5
inform,cheap,0
inform,cheap price range,0
null,sigh,5
inform,expensive,0
inform,i cant answer in spanish,0
negate,no,8
null,sil,5
inform,vietnamese vietnamese food,0
null,sigh,5
thankyou,thank you good bye,4
inform,im looking for a moderately priced restaurant in the east part of town,0
inform,i dont care,0
request,whats the address,3
request,what is the phone number,3
request,what kind of food do they serve,3
thankyou,thank you good bye,4
inform,im looking for an expensive restaurant and it should serve malaysian food,0
null,sil,5
reqalts,what about korean food,7
reqalts,what about korean food,7
inform,korean food,0
request,whats the address,3
request,whats the area,3
thankyou,thank you good bye,4
inform,portuguese food,0
inform,any area,0
inform,any price range,0
request,whats the address,3
request,whats the address,3
request,whats the phone number,3
thankyou,thank you goodbye,4
thankyou,thank you,4
inform,gastropub,0
negate,no gastropub,8
affirm,yes,2
inform,dont care,0
inform,expensive,0
request,what is the address,3
thankyou,thank you good bye,4
inform,im looking for a italian restaurant in east part of town,0
request,uh address,3
thankyou,thank you good bye,4
null,music,5
inform,im looking for a restaurant that serves singaporean food,0
reqalts,how about a gastropub,7
null,type,5
reqalts,how about gastropub type food,7
inform,gastropub,0
inform,any,0
request,whats the address,3
request,address,3
inform,any,0
request,whats the address,3
request,and the phone number,3
request,whats the post code,3
thankyou,thank you goodbye,4
null,sil,5
inform,restaurant,0
inform,chineese,0
null,sil,5
inform,chineese,0
inform,chineese,0
inform,east,0
affirm,yes,2
inform,moderate,0
null,music,5
request,phone number please,3
request,address,3
null,sil,5
thankyou,thank you,4
thankyou,thank you good bye,4
thankyou,thank you good bye,4
inform,im looking for a turkish food restaurant,0
inform,east part of town,0
null,okay,5
null,im done,5
thankyou,thank you,4
negate,no,8
thankyou,thank you good bye,4
inform,id like an expensive restaurant in the east part of town,0
inform,asian,0
affirm,yes,2
request,what is the address,3
request,what is the phone number,3
request,what is the post code,3
thankyou,thank you good bye,4
inform,i would like to find a moderately priced restaurant and it should serve greek food,0
affirm,yes,2
reqalts,how about chinese type of food,7
inform,chinese food,0
inform,im looking for a restaurant that serves chinese food,0
affirm,yes yea,2
inform,i do not care,0
inform,i need a moderately priced restaurant,0
request,may i have the phone number,3
thankyou,thank you good bye,4
inform,im looking for a cheap restaurant in the west part of town,0
inform,i dont care,0
reqalts,is there anything else,7
request,whats the address,3
thankyou,thank you good bye,4
inform,hungarian food,0
inform,hungarian,0
inform,hungarian,0
negate,no,8
inform,hungarian food,0
inform,hungarian food,0
inform,im looking for a hungarian restaurant,0
negate,no hungarian,8
inform,british,0
inform,british feed,0
inform,it doesnt matter hungarian food,0
negate,no hungarian food,8
inform,i am looking for hungarian food,0
inform,food,0
inform,hungarian food,0
deny,wrong,13
deny,wrong,13
inform,hungarian food,0
thankyou,thank you good bye,4
inform,im looking for traditional food,0
reqalts,how about korean food,7
inform,korean food,0
request,okay whats the phone number,3
thankyou,thank you good bye,4
affirm,yes i am currently in the north part of town and im looking to see if theres any restaurant that serves brazilian food,2
affirm,correct,2
null,okay,5
inform,is there any place that serves italian food,0
affirm,yes,2
request,great could you tell me the address and phone number to that place,3
thankyou,uh thank you,4
request,whats the phone number again,3
request,phone number to that,3
thankyou,thank you good bye,4
inform,id like a moderately priced restaurant,0
inform,in the east part of,0
inform,it doesnt matter salad,0
affirm,yeah,2
inform,east,0
inform,the east part of town,0
inform,it doesnt matter,0
reqalts,is there anything else,7
request,whats the address and phone number,3
thankyou,thank you good bye,4
inform,looking in the west of town moderately priced,0
inform,in the west part of town,0
inform,west,0
inform,moderately priced,0
inform,i dont care,0
inform,west part of town moderately priced,0
request,address and phone number,3
thankyou,thank you good bye,4
inform,im looking for a cheap restaurant in the south part of town,0
inform,i want a cheap restaurant in the south part of town,0
inform,i dont care,0
request,what is the phone number,3
thankyou,thank you goodbye,4
thankyou,thank you goodbye,4
inform,i need a restaurant in any area with swedish food,0
reqalts,how about vietnamese,7
reqalts,how about vietnamese food,7
request,can i have the address and phone number,3
request,and the phone number,3
thankyou,thank you good bye,4
inform,im looking for a restaurant that serves gastropub food,0
inform,i dont care,0
inform,i dont care,0
request,whats their address,3
thankyou,thank you good bye,4
inform,catalan food,0
inform,catalan food expensive,0
inform,dont care,0
affirm,yes,2
inform,asian oriental,0
request,what is the phone number and area,3
request,phone number area,3
request,what is the phone number,3
thankyou,thank you good bye,4
affirm,oh god uh yes mediterranean food,2
inform,uh mediterranean food,0
inform,uh doesnt matter,0
inform,uh center,0
affirm,uh yes that serves mediterranean food,2
inform,uh expensive,0
reqalts,uh is there anything else,7
request,okay and h can i get the address,3
reqalts,okay is there any others,7
null,okay and um,5
request,can i have the address of the last one,3
ack,okay uh can i,11
reqalts,can i get the next one,7
request,uh i want the address of the or the address of the mediterranean food part,3
request,okay can i get the address,3
request,and the phone number,3
bye,okay thank you and good bye,6
inform,moderately priced,0
inform,east,0
inform,dont care,0
reqalts,anything else,7
request,address,3
request,address,3
request,address,3
request,address,3
request,phone number,3
thankyou,thank you good bye,4
inform,im looking for a moderately priced restaurant in the south part of town,0
inform,i dont care,0
request,whats the phone number,3
thankyou,thank you good bye,4
inform,im looking for a romanian restaurant,0
inform,romanian food,0
negate,no romanian,8
reqalts,how about chinese food,7
affirm,right,2
inform,well what about chinese food,0
reqalts,what about chinese food,7
affirm,right,2
inform,the east part of town,0
request,whats the address,3
request,phone number,3
request,post code,3
thankyou,thank you good bye,4
inform,im kind of looking for some french food,0
inform,any area is fine with me,0
affirm,yes,2
inform,i dont care,0
request,okay can i have the phone number,3
bye,very good thank you good bye,6
bye,thanks good bye,6
inform,im looking for an expensive restaurant in the south part of town,0
inform,i dont care,0
request,may i have the address,3
request,may i have the address,3
request,whats their phone number,3
request,and their post code,3
thankyou,okay thank you good bye,4
inform,im looking for russian food,0
inform,european food,0
affirm,yes,2
inform,i dont care,0
inform,i dont care,0
request,whats the address,3
request,and the phone number,3
thankyou,thank you good bye,4
inform,restaurant west part of town japanese food,0
inform,japanese,0
inform,west part of town,0
inform,italian food in the west part of town,0
inform,italian food west part of town,0
request,phone number,3
request,i need a phone number,3
thankyou,thank you good bye,4
null,i would like,5
inform,singaporean food,0
null,cough,5
inform,i would like singaporean food,0
reqalts,how about mediterranean food,7
affirm,yes,2
inform,it doesnt matter,0
request,what is the address,3
thankyou,thank you good bye,4
hello,breath hi im looking for a danish food,9
inform,danish,0
reqalts,okay how bout thai food,7
inform,can you find me a place that has thai food,0
negate,no im looking for thai food,8
inform,um i dont know,0
inform,i dont know,0
negate,no im looking for thai food,8
inform,cough im looking for expensive danish food,0
negate,no,8
null,cough,5
negate,no im looking for thai food,8
inform,thai food,0
inform,breath do you have danish restaurants,0
deny,no i dont want chinese i want thai food,13
inform,breath can you find me danish restaurant,0
ack,breath okay how about thai food,11
deny,i dont want chinese i want thai food,13
negate,no,8
inform,thai,0
inform,thai food,0
negate,no chinese,8
inform,i want thai food,0
bye,okay forget it goodbye,6
affirm,yeah do you have thai food,2
null,sil,5
null,sil,5
negate,no goodbye thank you,8
null,cough,5
inform,i want a restaurant,0
inform,i want a restaurant in the north part of town that serves swiss food,0
reqalts,how about indian food,7
inform,indian food,0
inform,that serves indian food,0
null,medium,5
inform,moderate,0
request,could i have the address phone number,3
thankyou,thank you good bye,4
inform,im looking an expensive dr expensive restaurant that serves canapes food,0
reqalts,how about ah one that serves asian oriental,7
inform,food,0
inform,is there one that serves asian oriental food,0
negate,no,8
null,im loo,5
inform,im looking for one that serves asian oriental food,0
inform,any area,0
affirm,yes,2
request,and can i have the phone number and ah the area where it is,3
request,ah where is it,3
confirm,is that the north part of town south part of town,1
thankyou,thank you goodbye,4
inform,i need a restaurant in the north part of town,0
inform,i dont care,0
inform,moderate,0
reqalts,do you have anything else,7
request,can i have the address and phone number,3
request,phone number,3
thankyou,thank you good bye,4
inform,looking for a restaurant in any area,0
inform,any restaurant that serves moroccan food,0
inform,any restaurant that serves asian oriental food,0
inform,asian oriental,0
affirm,yes,2
inform,doesnt matter,0
inform,i dont care,0
request,may i have its address,3
request,whats its number,3
request,whats its number,3
thankyou,thank you good bye,4
inform,restaurant in the south part of town,0
hello,hello,9
affirm,yes,2
inform,cheap,0
request,address,3
request,phone number,3
request,phone number,3
thankyou,thank you good bye,4
inform,moderate,0
inform,any,0
affirm,yes,2
inform,south,0
inform,south,0
inform,moderate,0
request,address,3
request,phone number,3
bye,okay good bye,6
thankyou,thank you good bye,4
inform,i want a moderately priced restaurant in the north part of town,0
inform,any,0
inform,it doesnt matter,0
request,what is the address,3
request,what is the phone number,3
null,unintelligible,5
bye,good bye,6
bye,good bye,6
bye,good bye,6
inform,im looking for a expensive restaurant that serves vegetarian food,0
reqalts,how about british food,7
reqalts,how about british food,7
request,what is the phone number,3
thankyou,thank you good bye,4
null,sil,5
null,what,5
negate,no,8
null,sil,5
inform,im looking for a cheap restaurant in the east part of town,0
inform,cheap price range,0
request,can i have the phone number of the venue,3
null,sil,5
request,can i have the phone number of the venue,3
thankyou,thank you good bye,4
inform,west part of town,0
inform,dont care,0
inform,moderately priced,0
request,address,3
request,post code,3
thankyou,thank you good bye,4
inform,cheap restaurant in the east part of town,0
request,what is the phone number,3
thankyou,thank you good bye,4
inform,moderately priced,0
inform,jamcian food,0
reqalts,how about asian oriental,7
inform,asian oriental,0
request,can i get the address,3
request,can i get the phone number,3
bye,okay good bye,6
inform,i need a restaurant in the moderate price range,0
inform,it doesnt matter,0
inform,in the north part of town,0
request,whats the address,3
request,and the phone number,3
thankyou,thank you good bye,4
inform,id like a moderately priced restaurant in the south part of town,0
inform,any type,0
request,what is the phone number,3
thankyou,thank you good bye,4
inform,cheap,0
inform,north,0
inform,italian,0
request,what is the phone number,3
request,whats the address,3
request,what is the address,3
thankyou,thank you good bye,4
inform,im looking for an expensive restaurant that serves vietnamese food,0
reqalts,how about in any price range,7
inform,vietnamese food in any price range,0
request,uh address,3
request,the address,3
thankyou,thank you good bye,4
inform,spanish food,0
inform,spanish,0
inform,spanish,0
inform,center of town,0
inform,center,0
request,location,3
inform,mexican food,0
reqalts,anything else,7
inform,spanish food,0
inform,spanish food,0
thankyou,thank you good bye,4
inform,im looking for an expensive restaurant,0
inform,sells english food,0
inform,i need an expensive restaurant,0
inform,im looking for an expensive restaurant,0
reqalts,what about turkey food,7
reqalts,are there any restaurants serving turkish food,7
reqalts,are there any restaurants serving turkish food,7
inform,are there any turkish restaurants at all,0
inform,i need to know if there are any restaurants serving turkish food,0
request,whats the address,3
thankyou,okay thank you,4
null,thats all i need,5
bye,okay good bye,6
inform,i want to find a restaurant in the west part of town that serves english food,0
reqalts,how about vietnamese type of food,7
inform,vietnamese type of food,0
affirm,yes,2
inform,i dont care,0
confirm,does it serve vietnamese type of food,1
inform,i want to find a restaurant in the west part of town that serves vietnamese food,0
request,what is the phone number,3
request,what type of food does it serve,3
reqalts,is there a restaurant in the west part of town that serves vietnamese food,7
thankyou,thank you goodbye,4
inform,a spanish restaurant in the center,0
affirm,yes,2
affirm,yes,2
affirm,right,2
affirm,yes,2
inform,i dont care,0
request,address,3
request,whats the address,3
request,what is the phone number,3
thankyou,thank you good bye,4
inform,japanese food,0
inform,japanese,0
affirm,yes,2
inform,east part of town,0
request,address,3
inform,indian food,0
null,unintelligible,5
inform,east,0
null,unintelligible,5
null,after,5
request,address,3
request,address,3
request,what is their address,3
request,what is their phone number,3
thankyou,thank you good bye,4
inform,im looking for a restaurant in the south part of town,0
inform,portuguese,0
request,what is the phone number and address,3
request,what is the address,3
thankyou,thank you good bye,4
inform,can i have a restaurant in the center,0
inform,irish food,0
inform,irish,0
negate,no i said irish,8
inform,can i have a restaurant in the center,0
restart,can we start over,12
inform,can i have a restaurant in the center,0
inform,it doesnt matter,0
inform,can i have irish food,0
inform,what about irish food,0
reqalts,what about international food,7
request,can i have the phone number,3
request,and whats the price range,3
thankyou,thank you good bye,4
inform,im looking for a restaurant that serves traditional food,0
affirm,yes,2
reqalts,how about korean food,7
reqalts,do you have a restaurant that serves korean food,7
request,what is their phone number,3
thankyou,thank you good bye,4
inform,north part of town,0
inform,dont care,0
inform,cheap,0
request,what is the phone number and address,3
thankyou,thank you good bye,4
inform,in the east part of town,0
inform,it does not matter,0
affirm,yes,2
inform,it does not matter,0
inform,it does not matter,0
inform,i dont care,0
reqalts,is there anything else,7
thankyou,thank you,4
request,um whats the phone number,3
thankyou,thank you good bye,4
inform,turkish food any area,0
inform,anything,0
affirm,yes,2
inform,any,0
request,address,3
thankyou,thank you good be,4
inform,looking for a cheap restaurant in the north part of town,0
inform,any type of food,0
request,what is the address,3
thankyou,thank you good bye,4
null,looking for a,5
inform,eritrean food,0
inform,eritrean,0
negate,no eritrean,8
negate,no im looking for eritrean food,8
inform,i dont care,0
negate,no i want,8
inform,eritrean,0
inform,eritrean,0
inform,okay uh spanish food,0
inform,spanish food,0
inform,im looking for spanish food,0
negate,no i want spanish food,8
negate,no spanish food,8
inform,i dont care,0
request,whats the area,3
request,what area is it in,3
request,okay could you give me the address,3
thankyou,thank you good bye,4
inform,im looking for a cheap restaurant that serves welsh food,0
affirm,yes,2
reqalts,how about mediterranean food,7
reqalts,how about mediterranean food,7
inform,mediterranean food,0
request,may i have the phone number,3
request,may i have the post code,3
thankyou,thank you good bye,4
inform,a restaurant,0
inform,spanish food,0
inform,spanish food,0
inform,spanish food,0
inform,restaurant serving spanish food,0
inform,spanish food,0
thankyou,thank you good bye,4
null,sil,5
inform,i would like to find a moderately priced restaurant in the south of town,0
inform,any type of food,0
affirm,right,2
request,can i have the phone number and the type of food,3
request,and what type of food do they serve,3
request,kind of food do they serve,3
thankyou,thank you goodbye,4
thankyou,thank you goodbye,4
inform,im looking for a restaurant in the east part of town and it should serve greek food,0
affirm,yes,2
reqalts,how about indian food,7
reqalts,how about indian type of food,7
inform,indian food,0
reqalts,what about indian,7
reqalts,what about indian food,7
affirm,yes,2
affirm,yes,2
null,sil,5
inform,any,0
inform,im looking for a moderately priced restaurant,0
inform,doesnt matter,0
affirm,yes it should be in the east part of town,2
affirm,yes,2
request,uh whats the phone number,3
thankyou,thank you good bye,4
inform,id like a hungarian food restaurant in the centre part of town,0
inform,hungarian,0
negate,no,8
inform,hungarian food,0
null,uh,5
inform,either one,0
inform,any price range,0
confirm,is it hungarian food,1
request,what type of food,3
reqalts,do you have a restaurant that serves turkish food,7
inform,do you have a place that serves turkish food,0
inform,any price range,0
inform,any price range,0
inform,turkish food any price range,0
inform,any price range,0
request,and the address,3
request,and price range,3
request,the address,3
thankyou,thank you goodbye,4
inform,looking for a moderately priced restaurant in the east part of town,0
inform,any kind of food,0
affirm,yes,2
request,what kind of food,3
request,could i have the address and phone number,3
request,could i have the address,3
thankyou,thank you good bye,4
inform,austrian food in the west part of town,0
negate,no austrian food,8
reqalts,how about indian food,7
inform,indian food,0
inform,indian food west part of town,0
inform,indian food west part of town,0
negate,no indian restaurant,8
inform,i want i want indian food,0
inform,unintelligible food,0
null,unintelligible,5
null,unintelligible,5
inform,indian food in the west part of town,0
affirm,yes indian food,2
negate,no no,8
inform,i want indian food,0
inform,indian food west part of town,0
inform,i dont care,0
request,address and phone number,3
request,address,3
request,phone number,3
thankyou,thank you good bye,4
inform,east,0
inform,expensive,0
inform,expensive,0
inform,east,0
inform,vietnamese,0
affirm,yes,2
affirm,yes,2
inform,east,0
request,phone number,3
request,address,3
null,knocking,5
request,address,3
thankyou,thank you good bye,4
inform,i would like a moderately priced restaurant serving african food,0
request,what is the address,3
request,what type of food is it,3
request,what is the phone number,3
request,what is the price range,3
inform,i wanted moderately priced,0
reqalts,how about asian oriental food,7
request,what type of food,3
request,what is the address,3
request,what is the phone number,3
thankyou,thank you good bye,4
null,cough,5
inform,im looking for,0
null,unintelligible,5
inform,spanish food,0
inform,spanish food,0
affirm,yes,2
inform,i dont care,0
inform,i dont care,0
reqalts,is there anything else,7
request,what is the phone number,3
thankyou,thank you good bye,4
inform,hungarian,0
inform,west side,0
negate,no,8
inform,indian,0
thankyou,thank you good bye,4
inform,russian food,0
inform,french food,0
inform,north,0
request,phone number,3
request,phone number,3
thankyou,thank you good bye,4
inform,portuguese food,0
inform,portuguese,0
inform,i dont care,0
inform,i dont care,0
reqalts,next,7
reqalts,next,7
reqalts,anything else,7
request,okay show me the address,3
request,address,3
request,address,3
request,phone number,3
thankyou,okay thank you goodbye,4
inform,uh moderate restaurant in the south part of town,0
inform,it doesnt matter,0
affirm,right,2
inform,moderate,0
request,whats the address,3
thankyou,thank you good bye,4
inform,cheap restaurant,0
inform,north part of town,0
reqalts,is there anything else,7
affirm,yes,2
request,whats the address,3
request,phone number,3
request,what type of food,3
request,what type of food do they serve,3
thankyou,thank you good bye,4
inform,looking for something cheap on the east part of town,0
request,whats their post code,3
request,okay how about the phone number,3
request,okay and their address,3
thankyou,okay thank you good bye,4
null,breathing,5
inform,moderately priced south of town,0
inform,moderate price range,0
inform,uh any,0
affirm,yes,2
request,whats the phone number,3
request,post code,3
thankyou,thank you good bye,4
inform,danish food,0
inform,danish,0
inform,danish,0
inform,danish,0
inform,vietnamese,0
inform,vietnamese,0
inform,west part of town,0
request,what is the phone number,3
thankyou,thank you good bye,4
inform,im looking for an expensive restaurant in the east part of town,0
inform,any,0
request,whats the address,3
request,and the phone number,3
thankyou,thank you good bye,4
inform,im looking for a cheap restaurant in the west part of town,0
inform,i dont care,0
reqalts,is there anything else,7
request,whats the phone number,3
thankyou,thank you good bye,4
null,town,5
inform,world food,0
inform,indian food,0
request,part of town,3
inform,east,0
inform,i dont care,0
request,address,3
request,address,3
request,address,3
null,dress,5
null,dress,5
null,dress,5
null,dress,5
request,what is the address,3
request,what is the address,3
request,phone number,3
request,what is the phone number,3
bye,unintelligible bye,6
bye,you good bye,6
thankyou,thank you good bye,4
inform,vietnamese in the center part of town,0
inform,vietnamese,0
affirm,correct,2
affirm,yes,2
request,may i have the address and price range please,3
request,and the price range,3
thankyou,thank you good bye,4
inform,im looking for a moderately priced restaurant in the south part of town,0
inform,i dont care,0
affirm,right,2
request,whats the address,3
request,whats the post code,3
thankyou,thank you good bye,4
null,sil,5
inform,mediterranean food,0
inform,i dont care,0
inform,i dont care,0
inform,i dont care,0
reqalts,is there anything else,7
request,can i have the address,3
request,phone number,3
thankyou,thank you good bye,4
thankyou,thank you good bye,4
inform,i want an indian food restaurant moderate priced,0
inform,indian,0
inform,it doesnt matter,0
reqalts,is there anything else,7
request,what is the phone number,3
thankyou,thank you good bye,4
inform,i need a restaurant that serves turkish food,0
inform,i dont care,0
inform,i dont care,0
request,whats the address,3
request,post code,3
thankyou,thank you good bye,4
inform,catalonia in the east part of town,0
inform,catalonia food,0
affirm,right,2
inform,chinese,0
inform,chinese food,0
request,may i have the address and phone number and post code,3
request,may i have the address,3
request,may i have the post code,3
thankyou,thank you good bye,4
inform,may i have an expensive restaurant,0
inform,canapes,0
reqalts,what about asian oriental food,7
reqalts,how about asian oriental food,7
reqalts,how about asian oriental,7
inform,it doesnt matter,0
request,can i have the phone number,3
request,and what area is that in,3
thankyou,thank you good bye,4
inform,south part of town,0
inform,expensive,0
null,suggestion,5
affirm,right,2
request,address,3
request,phone number,3
thankyou,thank you good bye,4
inform,im looking for a restaurant in the west part of town that serves crossover food,0
reqalts,how about a restaurant in the west part of town that serves vietnamese food,7
reqalts,how about a restaurant in the west part of town serving vietnamese food,7
request,whats the phone number,3
thankyou,thank you goodbye,4
inform,moderately priced restaurant in the north part of town,0
affirm,yes,2
request,address,3
thankyou,thank you good bye,4
inform,i would like an africa restaurant in the center,0
repeat,repeat,10
inform,i would like a african restaurant in the center of town,0
request,what is the address,3
thankyou,thank you good bye,4
inform,gastro pub food,0
inform,gastro pub food,0
inform,dont care,0
inform,dont care,0
request,address,3
null,done,5
null,finished,5
thankyou,thank you good bye,4
null,i need,5
inform,moroccan food,0
reqalts,how about european type of food,7
negate,no,8
reqalts,how about european,7
affirm,yes,2
inform,doesnt matter,0
inform,any,0
affirm,yes,2
inform,expensive,0
request,price range,3
inform,expensive,0
inform,expensive,0
inform,cheap,0
inform,expensive,0
thankyou,thank you good bye,4
inform,im looking for a cheap restaurant in the east part of town,0
request,uh phone number,3
request,the phone number,3
thankyou,thank you good bye,4
inform,moderately priced restaurant in the south part of town,0
inform,i dont care,0
request,what type of food,3
request,and the address,3
request,and the phone number,3
thankyou,thank you good bye,4
inform,african food,0
inform,african,0
negate,no,8
inform,dont care,0
inform,african,0
request,phone number and area,3
request,area,3
request,what area,3
thankyou,thank you good bye,4
inform,looking for a cheap restaurant east part of town,0
inform,cheap,0
request,what type of food,3
request,may i have the address and phone number,3
request,whats the address and phone number,3
thankyou,thank you good bye,4
inform,moderately priced in the south part of town,0
inform,any type,0
reqalts,anything else,7
request,may i have the address please,3
thankyou,thank you good bye,4
inform,unusual food,0
inform,french food,0
null,sil,5
null,was,5
affirm,yes,2
thankyou,thank you good bye,4
inform,id like a moderately priced restaurant in the west part of town,0
inform,i dont care,0
request,what is their address,3
request,what is prezzos address,3
request,what is their post code,3
thankyou,thank you good bye,4
inform,im looking for a restaurant in the south part of town that serves creative food,0
reqalts,what about chinese food,7
inform,chinese food,0
inform,i need chinese food,0
negate,no,8
inform,im looking for,0
inform,a chinese restaurant in the south part of town,0
inform,i dont care,0
request,can i can i have the address and price,3
null,range please,5
request,whats the address,3
request,whats the price range,3
thankyou,thank you goodbye,4
inform,west part of town cheap,0
inform,cheap,0
affirm,yes cheap,2
affirm,yes,2
inform,cheap,0
inform,cheap,0
request,phone number,3
request,phone number,3
request,phone number,3
request,type of food,3
thankyou,thank you good bye,4
null,sil,5
inform,im looking for a cheap restaurant in the south part of town,0
reqalts,is there anything else,7
request,what is the address,3
request,what is the address,3
request,what is the phone number,3
thankyou,thank you good bye,4
thankyou,thank you good bye,4
inform,i would like an expensive restaurant in the south part of town,0
inform,it doesnt matter,0
reqalts,is there anything else,7
request,what is the address,3
request,what is the type of food,3
request,what type of food do they serve,3
thankyou,thank you good bye,4
thankyou,thank you good bye,4
inform,cheap restaurant,0
inform,anything,0
affirm,yes,2
inform,south,0
reqalts,anything else,7
request,phone number,3
request,telephone number,3
request,telephone number,3
request,phone number,3
request,post code,3
thankyou,thank you good bye,4
null,sil,5
inform,a restaurant that serves creative food,0
inform,in the west,0
null,unintelligible,5
inform,west,0
negate,no,8
inform,creative food,0
reqalts,how about italian food in the west part of town,7
inform,italian food west part of town,0
affirm,yes in the west part of town,2
inform,i dont care,0
request,what is their phone number,3
request,phone number,3
thankyou,thank you good bye,4
inform,looking for a cheap restaurant in the west part of town,0
inform,it doesnt matter,0
reqalts,is there anything else,7
request,address and post code,3
request,post code,3
thankyou,thank you good bye,4
inform,cheap mexican food,0
affirm,yes,2
request,phone number,3
request,phone number,3
request,phone number,3
thankyou,thank you goodbye,4
inform,italian food,0
inform,cheap,0
inform,any area,0
request,their address,3
request,phone number,3
bye,good bye,6
inform,im looking for a cheap restaurant in the north part of town,0
inform,cheap restaurant,0
inform,cheap,0
inform,cheap food,0
inform,cheap food,0
inform,cheap,0
inform,food,0
reqalts,is there anything else,7
inform,any cheap food,0
thankyou,thank you is there anything else,4
inform,how about restaurants in the north part of town,0
inform,north part of town,0
inform,any restaurants,0
null,inaudible,5
inform,any food,0
inform,north part of town,0
inform,inexpensive,0
inform,inexpensive,0
inform,moderately priced,0
inform,cheap,0
reqalts,anything else,7
request,what prices,3
thankyou,thank you goodbye,4
inform,unintelligible restaurant in west part of town,0
inform,moderately priced,0
inform,doesnt matter,0
request,what type of food,3
request,whats the address and phone number,3
thankyou,thank you good bye,4
inform,im looking for a moderately priced restaurant in the north part of town,0
inform,dont care,0
request,what kind of food does it serve,3
request,whats the address and phone number,3
thankyou,thank you good bye,4
inform,im looking for a cheap restaurant in the west part of town,0
inform,it doesnt matter,0
reqalts,is there anything else,7
request,what is the phone number,3
thankyou,thank you good bye,4
inform,im looking for a restaurant in the north part of town,0
inform,greek food,0
reqalts,how about indian food,7
inform,indian food,0
reqalts,how about indian food,7
request,what is the address and phone number,3
thankyou,thank you,4
bye,good bye,6
inform,a moderately priced restaurant that serves vietnamese food,0
affirm,yes,2
confirm,is it moderately priced,1
confirm,is it moderately priced,1
inform,i want a moderately priced restaurant,0
reqalts,how about asian oriental,7
inform,i want asian oriental food,0
inform,moderate,0
request,what is the address,3
request,what is the phone number,3
bye,good bye,6
inform,cheap restaurant in the south part of town,0
inform,any,0
request,address,3
request,and post code,3
request,address,3
thankyou,thank you good bye,4
inform,im looking for a moderately priced restaurant that serves greek foo,0
inform,greek,0
null,incorrect,5
null,incorrect,5
inform,thats not important,0
deny,that information is not important,13
inform,that information does not matter,0
inform,dont care,0
null,is there,5
inform,greek food in the moderate,0
inform,i dont care,0
null,is there,5
inform,greek restauran,0
inform,i dont care,0
confirm,is there a greek restaurant,1
inform,in the moderately price range,0
inform,is there greek greek food in the moderately price range,0
reqalts,is there a restaurant serving turkish food,7
inform,im searching for turkish food,0
request,what is its address,3
thankyou,thank you goodbye,4
inform,i would like irish food in the north part of town,0
reqalts,how about indian food,7
reqalts,how about indian food,7
reqalts,what about indian food,7
confirm,is it in the north part of town,1
confirm,is it in the north part of town,1
reqalts,what about the north part of town,7
request,can i have the address,3
request,and the phone number,3
request,and the price range,3
thankyou,thank you good bye,4
null,sil,5
inform,chinese food,0
negate,no,8
negate,no,8
negate,no,8
inform,cheap,0
inform,cheap price range,0
